"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"Juggernaut","MegaCrit.Sts2.Core.Models.Cards.Juggernaut","Juggernaut","JUGGERNAUT.title","JUGGERNAUT.description","Power","Rare","Self","None","True","Whenever you gain [gold]Block[/gold], deal {JuggernautPower:diff()} damage to a random enemy.","Whenever you gain Block, deal JuggernautPower damage to a random enemy.","","","","False","False","False","False","False","False","False","False"
"Juggling","MegaCrit.Sts2.Core.Models.Cards.Juggling","Juggling","JUGGLING.title","JUGGLING.description","Power","Uncommon","Self","None","True","Add a copy of the third [gold]Attack[/gold] you play each turn into your [gold]Hand[/gold].","Add a copy of the third Attack you play each turn into your Hand.","","","","False","False","False","False","False","False","False","False"
"KinglyKick","MegaCrit.Sts2.Core.Models.Cards.KinglyKick","Kingly Kick","KINGLY_KICK.title","KINGLY_KICK.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Whenever you draw this card, reduce its cost by 1.","Deal Damage damage. Whenever you draw this card, reduce its cost by 1.","","","","False","False","False","False","False","False","False","False"
"KinglyPunch","MegaCrit.Sts2.Core.Models.Cards.KinglyPunch","Kingly Punch","KINGLY_PUNCH.title","KINGLY_PUNCH.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Whenever you draw this card, increase its damage by {Increase:diff()} this combat.","Deal Damage damage. Whenever you draw this card, increase its damage by Increase this combat.","","","","False","False","False","False","False","False","False","False"
"KnifeTrap","MegaCrit.Sts2.Core.Models.Cards.KnifeTrap","Knife Trap","KNIFE_TRAP.title","KNIFE_TRAP.description","Skill","Rare","AnyEnemy","None","True","{IfUpgraded:show:[gold]Upgrade[/gold] and play|Play} every [gold]Shiv[/gold] in your [gold]Exhaust Pile[/gold] on the enemy.{InCombat:
(Plays {CalculatedShivs:diff()} [gold]{CalculatedShivs:plural:Shiv|Shivs}[/gold])|}","IfUpgraded every Shiv in your Exhaust Pile on the enemy.InCombat CalculatedShivs)|}","","","","False","False","False","False","False","False","False","False"
"Knockdown","MegaCrit.Sts2.Core.Models.Cards.Knockdown","Knockdown","KNOCKDOWN.title","KNOCKDOWN.description","Attack","Rare","AnyEnemy","MultiplayerOnly","True","Deal {Damage:diff()} damage.
The enemy takes {IfUpgraded:show:triple|double} damage from other players this turn.","Deal Damage damage. The enemy takes IfUpgraded damage from other players this turn.","","Support","","False","False","False","False","False","False","False","True"
"KnockoutBlow","MegaCrit.Sts2.Core.Models.Cards.KnockoutBlow","Knockout Blow","KNOCKOUT_BLOW.title","KNOCKOUT_BLOW.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If this kills an enemy, gain {Stars:starIcons()}.","Deal Damage damage. If this kills an enemy, gain Stars.","","","","False","False","False","False","False","False","False","False"
"KnowThyPlace","MegaCrit.Sts2.Core.Models.Cards.KnowThyPlace","Know Thy Place","KNOW_THY_PLACE.title","KNOW_THY_PLACE.description","Skill","Common","AnyEnemy","None","True","Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Apply WeakPower Weak. Apply VulnerablePower Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"LanternKey","MegaCrit.Sts2.Core.Models.Cards.LanternKey","Lantern Key","LANTERN_KEY.title","LANTERN_KEY.description","Quest","Quest","Self","None","False","Unlocks a special event in the next Act.","Unlocks a special event in the next Act.","","","","False","False","False","False","False","False","False","False"
"Largesse","MegaCrit.Sts2.Core.Models.Cards.Largesse","Largesse","LARGESSE.title","LARGESSE.description","Skill","Uncommon","AnyAlly","MultiplayerOnly","True","Another player adds 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card to their [gold]Hand[/gold].","Another player adds 1 randomIfUpgraded Colorless card to their Hand.","","Support","","False","False","False","False","False","False","False","True"
"LeadingStrike","MegaCrit.Sts2.Core.Models.Cards.LeadingStrike","Leading Strike","LEADING_STRIKE.title","LEADING_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Add {Shivs:diff()} [gold]{Shivs:plural:Shiv|Shivs}[/gold] into your [gold]Hand[/gold].","Deal Damage damage. Add Shivs Shivs into your Hand.","","","","False","False","False","False","False","False","False","False"
"Leap","MegaCrit.Sts2.Core.Models.Cards.Leap","Leap","LEAP.title","LEAP.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"LegionOfBone","MegaCrit.Sts2.Core.Models.Cards.LegionOfBone","Legion of Bone","LEGION_OF_BONE.title","LEGION_OF_BONE.description","Skill","Uncommon","AllAllies","MultiplayerOnly","True","ALL players [gold]Summon[/gold] {Summon:diff()}.","ALL players Summon Summon.","","Support","","False","False","False","False","False","False","False","True"
"LegSweep","MegaCrit.Sts2.Core.Models.Cards.LegSweep","Leg Sweep","LEG_SWEEP.title","LEG_SWEEP.description","Skill","Uncommon","AnyEnemy","None","True","Apply {WeakPower:diff()} [gold]Weak[/gold].
Gain {Block:diff()} [gold]Block[/gold].","Apply WeakPower Weak. Gain Block Block.","Weak","Weak","","False","True","False","False","False","False","False","False"
"Lethality","MegaCrit.Sts2.Core.Models.Cards.Lethality","Lethality","LETHALITY.title","LETHALITY.description","Power","Uncommon","Self","None","True","The first Attack each turn deals {LethalityPower:diff()}% additional damage.","The first Attack each turn deals LethalityPower% additional damage.","","","","False","False","False","False","False","False","False","False"
"Lift","MegaCrit.Sts2.Core.Models.Cards.Lift","Lift","LIFT.title","LIFT.description","Skill","Uncommon","AnyAlly","MultiplayerOnly","True","Give another player {Block:diff()} [gold]Block[/gold].","Give another player Block Block.","","Support","","False","False","False","False","False","False","False","True"
"LightningRod","MegaCrit.Sts2.Core.Models.Cards.LightningRod","Lightning Rod","LIGHTNING_ROD.title","LIGHTNING_ROD.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
At the start of the next {LightningRodPower:plural:turn|{:diff()} turns}, [gold]Channel[/gold] 1 [gold]Lightning[/gold].","Gain Block Block. At the start of the next LightningRodPower turns}, Channel 1 Lightning.","","","","False","False","False","False","False","False","False","False"
"Loop","MegaCrit.Sts2.Core.Models.Cards.Loop","Loop","LOOP.title","LOOP.description","Power","Uncommon","Self","None","True","At the start of your turn, trigger the passive ability of your rightmost Orb{IfUpgraded:show: 2 times}.","At the start of your turn, trigger the passive ability of your rightmost OrbIfUpgraded.","","","","False","False","False","False","False","False","False","False"
"Luminesce","MegaCrit.Sts2.Core.Models.Cards.Luminesce","Luminesce","LUMINESCE.title","LUMINESCE.description","Skill","Token","Self","None","True","Gain {Energy:energyIcons()}.","Gain Energy.","","","","False","False","False","False","False","False","False","False"
"LunarBlast","MegaCrit.Sts2.Core.Models.Cards.LunarBlast","Lunar Blast","LUNAR_BLAST.title","LUNAR_BLAST.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage for each Skill already played this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage for each Skill already played this turn.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"MachineLearning","MegaCrit.Sts2.Core.Models.Cards.MachineLearning","Machine Learning","MACHINE_LEARNING.title","MACHINE_LEARNING.description","Power","Rare","Self","None","True","At the start of your turn, draw {Cards:diff()} additional {Cards:plural:card|cards}.","At the start of your turn, draw Cards additional Cards.","","","","False","False","False","False","False","False","False","False"
"MadScience","MegaCrit.Sts2.Core.Models.Cards.MadScience","Mad Science","MAD_SCIENCE.title","MAD_SCIENCE.description","None","Event","Self","None","True","{CardType:choose(Attack|Skill|Power):Deal {Damage:diff()} damage{Violence: {ViolenceHits:diff()} times|}.|Gain {Block:diff()} [gold]Block[/gold].|}{HasRider:{Sapping:
Apply {SappingWeak:diff()} [gold]Weak[/gold].
Apply {SappingVulnerable:diff()} [gold]Vulnerable[/gold].|}{Choking:
Whenever you play a card this turn, the enemy loses {ChokingDamage:diff()} HP.|}{Energized:
Gain {EnergizedEnergy:energyIcons()}.|}{Wisdom:
Draw {WisdomCards:diff()} cards.|}{Chaos:
Add a random card into your [gold]Hand[/gold]. It's free to play this turn.|}{Expertise:Gain {ExpertiseStrength:diff()} [gold]Strength[/gold].
Gain {ExpertiseDexterity:diff()} [gold]Dexterity[/gold].|}{Curious:Powers cost {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} less.|}{Improvement:At the end of combat, [gold]Upgrade[/gold] a random card.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}","CardType damageViolence times|}.|Gain Block Block.|}HasRider Weak. Apply SappingVulnerable Vulnerable.|}Choking HP.|}Energized.|}Wisdom cards.|}ChaosExpertise Strength. Gain ExpertiseDexterity Dexterity.|}Curious energyPrefix less.|}Improvement|CardType}","Vulnerable;Weak;Strength","Vulnerable;Weak","Strength","True","True","False","False","False","False","False","False"
"MakeItSo","MegaCrit.Sts2.Core.Models.Cards.MakeItSo","Make It So","MAKE_IT_SO.title","MAKE_IT_SO.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Every {Cards:diff()} {Cards:plural:Skill|Skills} you play in a turn, put this into your [gold]Hand[/gold].","Deal Damage damage. Every Cards Cards you play in a turn, put this into your Hand.","","","","False","False","False","False","False","False","False","False"
"Malaise","MegaCrit.Sts2.Core.Models.Cards.Malaise","Malaise","MALAISE.title","MALAISE.description","Skill","Rare","AnyEnemy","None","True","Enemy loses X{IfUpgraded:show:+1} [gold]Strength[/gold]. Apply X{IfUpgraded:show:+1} [gold]Weak[/gold].","Enemy loses XIfUpgraded Strength. Apply XIfUpgraded Weak.","Weak;Strength","Weak","Strength","False","True","False","False","False","False","False","False"
"Mangle","MegaCrit.Sts2.Core.Models.Cards.Mangle","Mangle","MANGLE.title","MANGLE.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Enemy loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Deal Damage damage. Enemy loses StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"ManifestAuthority","MegaCrit.Sts2.Core.Models.Cards.ManifestAuthority","Manifest Authority","MANIFEST_AUTHORITY.title","MANIFEST_AUTHORITY.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Add 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card into your [gold]Hand[/gold].","Gain Block Block. Add 1 randomIfUpgraded Colorless card into your Hand.","","","","False","False","False","False","False","False","False","False"
"MasterOfStrategy","MegaCrit.Sts2.Core.Models.Cards.MasterOfStrategy","Master of Strategy","MASTER_OF_STRATEGY.title","MASTER_OF_STRATEGY.description","Skill","Rare","Self","None","True","Draw {Cards:diff()} cards.","Draw Cards cards.","","","","False","False","False","False","False","False","False","False"
"MasterPlanner","MegaCrit.Sts2.Core.Models.Cards.MasterPlanner","Master Planner","MASTER_PLANNER.title","MASTER_PLANNER.description","Power","Rare","Self","None","True","When you play a Skill, it gains [gold]Sly[/gold].","When you play a Skill, it gains Sly.","","","","False","False","False","False","False","False","False","False"
"Maul","MegaCrit.Sts2.Core.Models.Cards.Maul","Maul","MAUL.title","MAUL.description","Attack","Ancient","AnyEnemy","None","True","Deal {Damage:diff()} damage twice.
Increase the damage of ALL Maul cards by {Increase:diff()} this combat.","Deal Damage damage twice. Increase the damage of ALL Maul cards by Increase this combat.","","","","False","False","False","False","False","False","False","False"
"Mayhem","MegaCrit.Sts2.Core.Models.Cards.Mayhem","Mayhem","MAYHEM.title","MAYHEM.description","Power","Rare","Self","None","True","At the start of your turn, play the top card of your [gold]Draw Pile[/gold].","At the start of your turn, play the top card of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Melancholy","MegaCrit.Sts2.Core.Models.Cards.Melancholy","Melancholy","MELANCHOLY.title","MELANCHOLY.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Reduce this card's cost by {Energy:energyIcons()} whenever ANYONE dies.","Gain Block Block. Reduce this card's cost by Energy whenever ANYONE dies.","","","","False","False","False","False","False","False","False","False"
"MementoMori","MegaCrit.Sts2.Core.Models.Cards.MementoMori","Memento Mori","MEMENTO_MORI.title","MEMENTO_MORI.description","Attack","Uncommon","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card discarded this turn.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each card discarded this turn.","","","","False","False","False","False","False","False","False","False"
"Metamorphosis","MegaCrit.Sts2.Core.Models.Cards.Metamorphosis","Metamorphosis","METAMORPHOSIS.title","METAMORPHOSIS.description","Skill","Event","Self","None","True","Add {Cards:diff()} random Attacks into your [gold]Draw Pile[/gold]. They're free to play this combat.","Add Cards random Attacks into your Draw Pile. They're free to play this combat.","","","","False","False","False","False","False","False","False","False"
"MeteorShower","MegaCrit.Sts2.Core.Models.Cards.MeteorShower","Meteor Shower","METEOR_SHOWER.title","METEOR_SHOWER.description","Attack","Ancient","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
Apply {WeakPower:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies.","Deal Damage damage to ALL enemies. Apply WeakPower Weak and Vulnerable to ALL enemies.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"MeteorStrike","MegaCrit.Sts2.Core.Models.Cards.MeteorStrike","Meteor Strike","METEOR_STRIKE.title","METEOR_STRIKE.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
[gold]Channel[/gold] 3 [gold]Plasma[/gold].","Deal Damage damage. Channel 3 Plasma.","","","","False","False","False","False","False","False","False","False"
"Mimic","MegaCrit.Sts2.Core.Models.Cards.Mimic","Mimic","MIMIC.title","MIMIC.description","Skill","Rare","AnyAlly","MultiplayerOnly","True","Gain [gold]Block[/gold] equal to the [gold]Block[/gold] on another player.","Gain Block equal to the Block on another player.","","Support","","False","False","False","False","False","False","False","True"
"MindBlast","MegaCrit.Sts2.Core.Models.Cards.MindBlast","Mind Blast","MIND_BLAST.title","MIND_BLAST.description","Attack","Uncommon","AnyEnemy","None","True","Deal damage equal to the number of cards in your [gold]Draw Pile[/gold].{InCombat:
(Deals {CalculatedDamage:diff()} damage)|}","Deal damage equal to the number of cards in your Draw Pile.InCombat damage)|}","","","","False","False","False","False","False","False","False","False"
"MindRot","MegaCrit.Sts2.Core.Models.Cards.MindRot","Mind Rot","MIND_ROT.title","MIND_ROT.description","Status","Status","None","None","False","Draw {MindRotPower:diff()} fewer {MindRotPower:plural:card|cards} each turn.","Draw MindRotPower fewer MindRotPower each turn.","","","","False","False","False","False","False","False","False","False"
"MinionDiveBomb","MegaCrit.Sts2.Core.Models.Cards.MinionDiveBomb","Minion Dive Bomb","MINION_DIVE_BOMB.title","MINION_DIVE_BOMB.description","Attack","Token","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"MinionSacrifice","MegaCrit.Sts2.Core.Models.Cards.MinionSacrifice","Minion Sacrifice","MINION_SACRIFICE.title","MINION_SACRIFICE.description","Skill","Token","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"MinionStrike","MegaCrit.Sts2.Core.Models.Cards.MinionStrike","Minion Strike","MINION_STRIKE.title","MINION_STRIKE.description","Attack","Token","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal Damage damage. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"Mirage","MegaCrit.Sts2.Core.Models.Cards.Mirage","Mirage","MIRAGE.title","MIRAGE.description","Skill","Uncommon","Self","None","True","Gain [gold]Block[/gold] equal to [gold]Poison[/gold] on ALL enemies.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold])|}","Gain Block equal to Poison on ALL enemies.InCombat Block)|}","Poison","","Poison","False","False","False","False","False","False","False","False"
"Misery","MegaCrit.Sts2.Core.Models.Cards.Misery","Misery","MISERY.title","MISERY.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply any debuffs on the enemy to ALL other enemies.","Deal Damage damage. Apply any debuffs on the enemy to ALL other enemies.","","","","False","False","False","False","False","False","False","False"
"Modded","MegaCrit.Sts2.Core.Models.Cards.Modded","Modded","MODDED.title","MODDED.description","Skill","Rare","Self","None","True","Gain {Repeat:diff()} Orb {Repeat:plural:Slot|Slots}.
Draw {Cards:diff()} {Cards:plural:card|cards}. Increase this card's cost by 1.","Gain Repeat Orb Repeat. Draw Cards Cards. Increase this card's cost by 1.","","","","False","False","False","False","False","False","False","False"
"MoltenFist","MegaCrit.Sts2.Core.Models.Cards.MoltenFist","Molten Fist","MOLTEN_FIST.title","MOLTEN_FIST.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Double the enemy's [gold]Vulnerable[/gold].","Deal Damage damage. Double the enemy's Vulnerable.","Vulnerable","","Vulnerable","False","False","False","False","False","False","False","False"
"MomentumStrike","MegaCrit.Sts2.Core.Models.Cards.MomentumStrike","Momentum Strike","MOMENTUM_STRIKE.title","MOMENTUM_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Reduce this card's cost to 0 {energyPrefix:energyIcons(1)}.","Deal Damage damage. Reduce this card's cost to 0 energyPrefix.","","","","False","False","False","False","False","False","False","False"
"MonarchsGaze","MegaCrit.Sts2.Core.Models.Cards.MonarchsGaze","Monarch's Gaze","MONARCHS_GAZE.title","MONARCHS_GAZE.description","Power","Rare","Self","None","True","Whenever you attack an enemy, it loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Whenever you attack an enemy, it loses StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Monologue","MegaCrit.Sts2.Core.Models.Cards.Monologue","Monologue","MONOLOGUE.title","MONOLOGUE.description","Skill","Uncommon","Self","None","True","Whenever you play a card this turn, gain {Power:diff()} [gold]Strength[/gold] this turn.","Whenever you play a card this turn, gain Power Strength this turn.","Strength","Strength","","False","False","True","False","False","False","False","False"
"MultiCast","MegaCrit.Sts2.Core.Models.Cards.MultiCast","Multi-Cast","MULTI_CAST.title","MULTI_CAST.description","Skill","Rare","Self","None","True","[gold]Evoke[/gold] your rightmost Orb {IfUpgraded:show:X+1|X} times.","Evoke your rightmost Orb IfUpgraded times.","","","","False","False","False","False","False","False","False","False"
"Murder","MegaCrit.Sts2.Core.Models.Cards.Murder","Murder","MURDER.title","MURDER.description","Attack","Rare","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card drawn this combat.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each card drawn this combat.","","","","False","False","False","False","False","False","False","False"
"NecroMastery","MegaCrit.Sts2.Core.Models.Cards.NecroMastery","Necro Mastery","NECRO_MASTERY.title","NECRO_MASTERY.description","Power","Rare","Self","None","True","[gold]Summon[/gold] {Summon:diff()}.
Whenever [gold]Osty[/gold] loses HP,
ALL enemies lose that much HP as well.","Summon Summon. Whenever Osty loses HP, ALL enemies lose that much HP as well.","","","","False","False","False","False","False","False","False","False"
"NegativePulse","MegaCrit.Sts2.Core.Models.Cards.NegativePulse","Negative Pulse","NEGATIVE_PULSE.title","NEGATIVE_PULSE.description","Skill","Common","AllEnemies","None","True","Gain {Block:diff()} [gold]Block[/gold].
Apply {DoomPower:diff()} [gold]Doom[/gold] to ALL enemies.","Gain Block Block. Apply DoomPower Doom to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"NeowsFury","MegaCrit.Sts2.Core.Models.Cards.NeowsFury","Neow's Fury","NEOWS_FURY.title","NEOWS_FURY.description","Attack","Ancient","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Put {Cards:plural:a random card|{:diff()} random cards} from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold].","Deal Damage damage. Put Cards random cards} from your Discard Pile into your Hand.","","","","False","False","False","False","False","False","False","False"
"Neurosurge","MegaCrit.Sts2.Core.Models.Cards.Neurosurge","Neurosurge","NEUROSURGE.title","NEUROSURGE.description","Power","Rare","Self","None","True","Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.
At the start of your turn, apply {NeurosurgePower:diff()} [gold]Doom[/gold] to yourself.","Gain Energy. Draw Cards Cards. At the start of your turn, apply NeurosurgePower Doom to yourself.","","","","False","False","False","False","False","False","False","False"
"Neutralize","MegaCrit.Sts2.Core.Models.Cards.Neutralize","Neutralize","NEUTRALIZE.title","NEUTRALIZE.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal Damage damage. Apply WeakPower Weak.","Weak","Weak","","False","True","False","False","False","False","False","False"
"NeutronAegis","MegaCrit.Sts2.Core.Models.Cards.NeutronAegis","Neutron Aegis","NEUTRON_AEGIS.title","NEUTRON_AEGIS.description","Power","Rare","Self","None","True","Gain {PlatingPower:diff()} [gold]Plating[/gold].","Gain PlatingPower Plating.","","","","False","False","False","False","False","False","False","False"
"Nightmare","MegaCrit.Sts2.Core.Models.Cards.Nightmare","Nightmare","NIGHTMARE.title","NIGHTMARE.description","Skill","Rare","Self","None","True","Choose a card.
Next turn, add 3 copies of that card into your [gold]Hand[/gold].","Choose a card. Next turn, add 3 copies of that card into your Hand.","","","","False","False","False","False","False","False","False","False"
"NoEscape","MegaCrit.Sts2.Core.Models.Cards.NoEscape","No Escape","NO_ESCAPE.title","NO_ESCAPE.description","Skill","Uncommon","AnyEnemy","None","True","Apply {CalculationBase:diff()} [gold]Doom[/gold], plus an additional {CalculationExtra:diff()} [gold]Doom[/gold] for every {DoomThreshold:diff()} [gold]Doom[/gold] already on this enemy.{IsTargeting:
(Apply {CalculatedDoom:diff()} [gold]Doom[/gold])|}","Apply CalculationBase Doom, plus an additional CalculationExtra Doom for every DoomThreshold Doom already on this enemy.IsTargeting Doom)|}","","","","False","False","False","False","False","False","False","False"
"Normality","MegaCrit.Sts2.Core.Models.Cards.Normality","Normality","NORMALITY.title","NORMALITY.description","Curse","Curse","None","None","False","You cannot play more than 3 cards this turn.{InCombat:
({CalculatedCards:plural:{} card|{} cards} left)|}","You cannot play more than 3 cards this turn.InCombat card|{} cards} left)|}","","","","False","False","False","False","False","False","False","False"
"Nostalgia","MegaCrit.Sts2.Core.Models.Cards.Nostalgia","Nostalgia","NOSTALGIA.title","NOSTALGIA.description","Power","Rare","Self","None","True","The first Attack or Skill you play each turn is placed on top of your [gold]Draw Pile[/gold].","The first Attack or Skill you play each turn is placed on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"NotYet","MegaCrit.Sts2.Core.Models.Cards.NotYet","Not Yet","NOT_YET.title","NOT_YET.description","Skill","Rare","Self","None","True","Heal {Heal:diff()} HP.","Heal Heal HP.","","","","False","False","False","False","False","False","False","False"
"NoxiousFumes","MegaCrit.Sts2.Core.Models.Cards.NoxiousFumes","Noxious Fumes","NOXIOUS_FUMES.title","NOXIOUS_FUMES.description","Power","Uncommon","Self","None","True","At the start of your turn, apply {PoisonPerTurn:diff()} [gold]Poison[/gold] to ALL enemies.","At the start of your turn, apply PoisonPerTurn Poison to ALL enemies.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Null","MegaCrit.Sts2.Core.Models.Cards.Null","Null","NULL.title","NULL.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","Deal Damage damage. Apply WeakPower Weak. Channel 1 Dark.","Weak","Weak","","False","True","False","False","False","False","False","False"
"Oblivion","MegaCrit.Sts2.Core.Models.Cards.Oblivion","Oblivion","OBLIVION.title","OBLIVION.description","Skill","Rare","AnyEnemy","None","True","Whenever you play a card this turn, apply {DoomPower:diff()} [gold]Doom[/gold] to the enemy.","Whenever you play a card this turn, apply DoomPower Doom to the enemy.","","","","False","False","False","False","False","False","False","False"
"Offering","MegaCrit.Sts2.Core.Models.Cards.Offering","Offering","OFFERING.title","OFFERING.description","Skill","Rare","Self","None","True","Lose {HpLoss:diff()} HP.
Gain {Energy:energyIcons()}.
Draw {Cards:diff()} cards.","Lose HpLoss HP. Gain Energy. Draw Cards cards.","","","","False","False","False","False","False","False","False","False"
"Omnislice","MegaCrit.Sts2.Core.Models.Cards.Omnislice","Omnislice","OMNISLICE.title","OMNISLICE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Damage ALL other enemies equal to the damage dealt.","Deal Damage damage. Damage ALL other enemies equal to the damage dealt.","","","","False","False","False","False","False","False","False","False"
"OneTwoPunch","MegaCrit.Sts2.Core.Models.Cards.OneTwoPunch","One-Two Punch","ONE_TWO_PUNCH.title","ONE_TWO_PUNCH.description","Skill","Rare","Self","None","True","This turn, your next {Attacks:cond:>1?{Attacks:diff()} Attacks are|Attack is} played an extra time.","This turn, your next Attacks Attacks are|Attack is} played an extra time.","","","","False","False","False","False","False","False","False","False"
"Orbit","MegaCrit.Sts2.Core.Models.Cards.Orbit","Orbit","ORBIT.title","ORBIT.description","Power","Uncommon","Self","None","True","Every {energyPrefix:energyIcons(4)} you spend,
gain {Energy:energyIcons()}.","Every energyPrefix you spend, gain Energy.","","","","False","False","False","False","False","False","False","False"
"Outbreak","MegaCrit.Sts2.Core.Models.Cards.Outbreak","Outbreak","OUTBREAK.title","OUTBREAK.description","Power","Uncommon","Self","None","True","Every {Repeat:plural:time|{Repeat:diff()} times} you apply [gold]Poison[/gold], deal {OutbreakPower:diff()} damage to ALL enemies.","Every Repeat times} you apply Poison, deal OutbreakPower damage to ALL enemies.","Poison","","Poison","False","False","False","False","False","False","False","False"
"Outmaneuver","MegaCrit.Sts2.Core.Models.Cards.Outmaneuver","Outmaneuver","OUTMANEUVER.title","OUTMANEUVER.description","Skill","Event","Self","None","True","Next turn, gain {Energy:energyIcons()}.","Next turn, gain Energy.","","","","False","False","False","False","False","False","False","False"
"Overclock","MegaCrit.Sts2.Core.Models.Cards.Overclock","Overclock","OVERCLOCK.title","OVERCLOCK.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} cards.
Add a [gold]Burn[/gold] into your [gold]Discard Pile[/gold].","Draw Cards cards. Add a Burn into your Discard Pile.","","","","False","False","False","False","False","False","False","False"
"PactsEnd","MegaCrit.Sts2.Core.Models.Cards.PactsEnd","Pact's End","PACTS_END.title","PACTS_END.description","Attack","Rare","AllEnemies","None","True","Can only be played if you have {Cards:diff()} or more {Cards:plural:card|cards} in your [gold]Exhaust Pile[/gold].
Deal {Damage:diff()} damage to ALL enemies.","Can only be played if you have Cards or more Cards in your Exhaust Pile. Deal Damage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"Pagestorm","MegaCrit.Sts2.Core.Models.Cards.Pagestorm","Pagestorm","PAGESTORM.title","PAGESTORM.description","Power","Uncommon","Self","None","True","Whenever you draw an [gold]Ethereal[/gold] card, draw {Cards:diff()} {Cards:plural:card|cards}.","Whenever you draw an Ethereal card, draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
